ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
194502,2020,2020,2020,TN,Tennessee,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.4,,,31.6,37.4,"1,958",35.68094058,-85.77449091,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,47,,,,
194503,2020,2020,2020,TN,Tennessee,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.7,,,33.9,39.6,"2,194",35.68094058,-85.77449091,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,47,,,,
194529,2020,2020,2020,TX,Texas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.4,,,32.7,38.2,"4,760",31.82724041,-99.42677021,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,48,,,,
194530,2020,2020,2020,TX,Texas,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,36.1,,,33.4,38.8,"4,882",31.82724041,-99.42677021,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,48,,,,
194556,2020,2020,2020,UT,Utah,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.6,,,27.1,30.2,"5,109",39.36070017,-111.5871306,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,49,,,,
194557,2020,2020,2020,UT,Utah,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.6,,,26.9,30.3,"4,772",39.36070017,-111.5871306,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,49,,,,
194583,2020,2020,2020,VT,Vermont,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.1,,,23.8,28.5,"2,749",43.62538124,-72.51764079,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,50,,,,
194584,2020,2020,2020,VT,Vermont,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,26.4,,,24.2,28.8,"3,107",43.62538124,-72.51764079,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,50,,,,
194610,2020,2020,2020,VA,Virginia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.6,,,30.6,34.6,"4,030",37.54268067,-78.45789046,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,51,,,,
194611,2020,2020,2020,VA,Virginia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.8,,,29.9,33.7,"4,538",37.54268067,-78.45789046,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,51,,,,
194637,2020,2020,2020,WA,Washington,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28,,,26.6,29.5,"5,610",47.52227863,-120.4700108,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,53,,,,
194638,2020,2020,2020,WA,Washington,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28,,,26.5,29.6,"5,778",47.52227863,-120.4700108,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,53,,,,
194664,2020,2020,2020,WV,West Virginia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,40.6,,,38.2,43,"2,495",38.6655102,-80.71264013,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,54,,,,
194665,2020,2020,2020,WV,West Virginia,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,37.6,,,35.5,39.8,"2,972",38.6655102,-80.71264013,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,54,,,,
194691,2020,2020,2020,WI,Wisconsin,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32.5,,,30,35.1,"2,313",44.39319117,-89.81637074,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,55,,,,
194692,2020,2020,2020,WI,Wisconsin,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,32,,,29.4,34.8,"2,319",44.39319117,-89.81637074,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,55,,,,
194718,2020,2020,2020,WY,Wyoming,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,30.1,,,27.4,32.8,"2,078",43.23554134,-108.1098304,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,56,,,,
194719,2020,2020,2020,WY,Wyoming,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,31.4,,,28.6,34.3,"2,332",43.23554134,-108.1098304,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,56,,,,
194745,2020,2020,2020,GU,Guam,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,33.8,,,28.8,39.2,975,13.444304,144.793731,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,66,,,,
194746,2020,2020,2020,GU,Guam,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,35.1,,,29.9,40.6,"1,083",13.444304,144.793731,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,66,,,,
194772,2020,2020,2020,PR,Puerto Rico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,28.4,,,25.8,31.1,"1,912",18.220833,-66.590149,OWS,OWS1,Q036,,Gender,GEN,Male,MALE,,,,,,,,,72,,,,
194773,2020,2020,2020,PR,Puerto Rico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity †,,,VALUE,Value,34.1,,,31.5,36.8,"2,790",18.220833,-66.590149,OWS,OWS1,Q036,,Gender,GEN,Female,FEMALE,,,,,,,,,72,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,†,Obesity is defined as body mass index (BMI) =30.0; BMI was calculated from self-reported weight and height (weight [kg]/ height [m²).Respondents reporting weight< 50 pounds or =650 pounds; height< 3 feet or =8 feet; or BMI:<12 or =100 were excluded.Pregnant respondents were also excluded.,,Footnote
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Behavioral Risk Factor Surveillance System ,https://www.cdc.gov/brfss/,Data Source
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Centers for Disease Control and Prevention.National Center for Chronic Disease Prevention and Health Promotion, Division of Nutrition, Physical Activity, and Obesity.Data, Trend and Maps [online].",/nccdphp/dnpao/data-trends-maps/index.html,Suggested Citation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breastfeeding,/breastfeeding/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Division of Nutrition, Physical Activity, and Obesity",/nccdphp/dnpao/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physical Activity,/physicalactivity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chronic Disease Prevention and Health Promotion,/chronicdisease/index.htm,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overweight and Obesity,/obesity/index.html,Related Links
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State and Local Programs,/nccdphp/dnpao/state-local-programs/index.html,Related Links
